120.0,12,1,1,1985.0,2,0,1,0,1,1,1,1,1,2,1,2,0,0,2,1,29.5
90.0,8,1,1,1986.0,2,0,2,2,0,1,2,2,1,0,0,2,2,2,2,2,15.0
210.0,8,1,1,1986.0,2,0,2,0,1,1,2,2,1,0,0,2,2,2,2,2,38.0
48.0,8,1,1,1986.0,2,2,2,2,1,1,2,2,1,0,0,2,2,2,2,2,10.0
70.0,10,1,1,1982.0,2,2,3,0,2,2,1,0,2,0,1,1,0,3,3,1,15.4
239.0,10,1,1,1982.0,2,2,3,0,2,2,1,0,2,0,1,1,0,3,3,1,48.5
82.0,10,1,1,1982.0,2,2,3,0,2,2,1,0,2,0,1,1,0,3,3,1,16.3
62.0,4,1,1,1982.0,2,2,3,0,2,2,1,0,2,0,1,1,0,3,3,1,12.8
170.0,3,1,1,1982.0,2,2,3,0,2,2,1,0,2,0,1,1,0,3,3,1,32.6
192.0,5,1,1,1982.0,2,2,3,0,2,2,1,0,2,0,1,1,0,3,3,1,35.5
18.0,7,1,1,1985.0,2,0,1,0,1,1,1,1,1,2,1,2,0,0,2,1,5.5
50.0,2,1,1,1987.0,2,0,1,0,1,1,1,1,1,2,1,2,0,0,2,1,10.4
60.0,2,1,1,1987.0,2,0,1,0,1,1,1,1,1,2,1,2,0,0,2,1,14.0
42.0,8,1,1,1986.0,2,0,2,0,1,1,2,2,1,2,1,2,2,2,2,2,6.5
60.0,8,1,1,1986.0,2,2,2,0,1,1,2,2,1,2,1,2,2,2,2,2,13.0
444.0,8,1,1,1986.0,2,2,2,0,1,1,2,2,1,2,0,2,0,0,0,2,90.0
42.0,8,1,1,1986.0,2,2,2,0,1,1,2,2,1,2,1,2,2,2,2,2,8.0
114.0,8,1,1,1986.0,2,2,2,0,0,1,2,2,1,2,1,2,2,2,2,2,16.0
1248.0,5,1,1,1980.0,2,2,0,0,2,0,1,0,0,2,0,1,0,0,2,1,177.9
2400.0,6,1,4,1975.0,2,0,1,0,1,1,1,1,1,2,0,2,2,0,4,2,302.0
1368.0,1,1,3,1982.0,2,2,0,1,1,1,0,2,0,0,1,2,2,0,0,2,282.1
973.0,1,1,3,1982.0,2,0,0,1,1,1,2,0,0,0,1,2,2,0,2,2,284.7
400.0,2,1,3,1982.0,2,0,0,2,1,1,1,1,1,0,0,2,0,2,2,2,79.0
2400.0,2,1,3,1977.0,2,1,2,2,1,1,1,1,0,0,2,2,0,1,1,0,423.0
420.0,7,1,3,1977.0,2,2,2,2,1,1,1,2,0,3,2,1,0,0,2,2,190.0
252.0,7,1,3,1984.0,2,2,2,0,1,0,2,2,0,0,1,2,0,0,2,0,47.5
107.0,7,1,3,1980.0,2,3,2,4,0,0,1,1,1,0,1,2,2,1,0,2,21.0
571.4,12,1,3,1983.0,2,2,0,0,2,1,2,0,0,0,0,2,0,1,1,0,78.0
98.8,12,1,3,1984.0,2,2,0,0,2,1,2,0,0,0,0,2,0,1,1,0,11.4
155.0,12,1,3,1985.0,2,2,0,0,2,1,2,0,0,0,0,2,0,1,1,0,19.3
750.0,7,1,3,1979.0,2,0,2,3,0,0,1,0,0,2,1,0,0,1,3,0,101.0
2120.0,7,1,3,1979.0,2,0,2,0,0,0,1,0,1,0,1,2,2,1,3,2,219.0
370.0,13,1,3,1979.0,2,0,2,0,0,0,1,0,1,0,1,2,2,1,3,2,50.0
1181.0,5,1,1,1979.0,2,3,0,0,2,2,2,2,2,3,2,2,0,0,0,1,227.0
278.0,3,1,1,1977.0,2,2,0,3,1,1,1,2,0,2,2,1,2,0,2,1,70.0
8.4,2,1,1,1979.0,2,0,1,0,1,1,1,1,1,2,1,2,0,0,2,1,0.9
4560.0,9,1,4,1974.0,2,3,1,4,3,2,1,1,0,3,0,3,0,4,4,0,980.0
720.0,9,1,4,1975.0,0,2,1,0,1,1,1,1,2,2,2,0,0,2,1,2,350.0
458.0,9,1,3,1976.0,0,0,2,4,0,0,1,1,0,2,1,0,0,0,0,2,70.0
2460.0,13,1,3,1979.0,0,0,2,4,0,0,1,1,0,2,1,0,0,0,0,2,271.0
162.0,2,1,3,1971.0,1,2,2,2,1,1,1,1,0,0,0,2,0,2,1,2,90.0
150.0,2,1,3,1980.0,1,2,2,2,1,1,1,1,0,0,0,2,0,2,1,2,40.0
636.0,2,1,3,1979.0,0,0,2,0,0,1,1,1,0,0,0,2,0,2,2,2,137.0
882.0,2,1,3,1977.0,0,0,2,0,0,1,0,1,0,0,0,2,0,2,4,2,150.0
444.0,2,1,3,1976.0,0,3,2,0,0,1,1,1,0,0,0,2,0,2,2,2,339.0
192.0,2,1,3,1983.0,1,1,0,1,1,1,0,1,0,0,0,2,0,2,1,2,240.0
576.0,2,1,3,1978.0,2,0,2,0,1,2,1,2,0,0,0,0,0,1,1,1,144.0
432.0,2,1,3,1979.0,2,2,1,2,1,2,1,2,0,0,0,0,0,1,1,1,151.0
72.0,2,1,3,1979.0,2,2,1,0,1,2,1,2,0,0,0,0,0,1,1,1,34.0
300.0,2,1,3,1979.0,2,2,2,0,1,2,1,2,0,0,0,0,0,1,1,1,98.0
300.0,2,1,3,1979.0,2,2,2,0,1,2,1,2,0,0,0,0,0,1,1,1,85.0
240.0,2,1,3,1982.0,2,2,1,2,1,2,1,2,0,0,0,0,0,1,1,1,20.0
600.0,2,1,3,1978.0,2,2,1,2,1,2,1,2,0,0,0,0,0,1,1,1,111.0
756.0,2,1,3,1978.0,2,0,3,0,1,2,1,2,0,0,0,0,0,1,1,1,162.0
1200.0,2,1,3,1978.0,2,0,0,3,1,2,1,2,0,0,0,0,0,1,1,1,352.0
97.0,9,1,3,1979.0,2,0,2,3,1,2,1,2,0,0,0,0,0,1,1,1,165.0
409.0,7,1,3,1984.0,0,0,2,3,0,0,1,3,0,2,1,0,0,0,3,0,60.0
703.0,7,1,3,1984.0,0,0,2,3,0,0,1,3,0,2,1,0,0,0,3,0,100.0
1350.0,0,0,1,1980.0,0,0,3,3,3,3,0,0,1,2,1,1,1,2,2,0,32.0
480.0,0,0,1,1980.0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,2,2,53.0
599.0,0,0,2,1977.0,0,0,1,3,2,3,1,2,2,3,2,3,3,0,0,2,41.0
430.0,0,0,2,1977.0,0,0,1,3,2,3,1,2,2,3,2,3,3,0,0,2,24.0
4178.2,0,0,3,1977.0,0,3,0,3,3,3,2,2,0,0,0,0,0,0,2,0,165.0
1772.5,11,0,3,1977.0,0,3,0,3,3,3,2,2,0,0,0,0,0,0,2,0,65.0
1645.9,0,0,3,1977.0,0,3,0,3,3,3,2,1,0,0,0,0,0,0,2,0,70.0
1924.5,0,0,3,1977.0,0,3,0,4,3,3,2,2,0,0,0,0,0,0,2,0,50.0
648.0,0,0,3,1982.0,0,3,1,3,2,3,1,1,0,1,1,3,1,1,0,0,7.25
8211.0,0,0,3,1980.0,0,3,0,3,3,3,2,2,0,0,0,0,0,0,2,0,233.0
480.0,0,0,1,1983.0,0,0,2,3,2,2,0,0,1,2,1,1,1,2,2,0,16.3
12.0,0,0,1,1983.0,0,0,2,3,2,2,0,0,1,2,1,1,1,2,2,0,6.2
38.0,11,0,1,1983.0,0,0,2,3,2,2,0,0,1,2,1,1,1,2,2,0,3.0
